term,length,letterCount,numberCount,spaceCount,startsWithNumber,endsWithNumber,isPartNumber
AC0603FR07130KL,15,6,9,0,0,0,1
AX01F100VAABR500,16,8,8,0,0,1,1
1678320561,10,0,10,0,1,1,1
2021738870,10,0,10,0,1,1,1
68317050,8,0,8,0,1,1,1
19958177,8,0,8,0,1,1,1
1528746045,10,0,10,0,1,1,1
1870216520,10,0,10,0,1,1,1
2314972,7,0,7,0,1,1,1
535705505,9,0,9,0,1,1,1
2012813263,10,0,10,0,1,1,1
637840445,9,0,9,0,1,1,1
41343016,8,0,8,0,1,1,1
1919978660,10,0,10,0,1,1,1
2004520278,10,0,10,0,1,1,1
1599170996,10,0,10,0,1,1,1
287348727,9,0,9,0,1,1,1
2012741367,10,0,10,0,1,1,1
2020013925,10,0,10,0,1,1,1
696524,6,0,6,0,1,1,1
1781628689,10,0,10,0,1,1,1
2022652960,10,0,10,0,1,1,1
2000339116,10,0,10,0,1,1,1
397409734,9,0,9,0,1,1,1
2020531036,10,0,10,0,1,1,1
210708769,9,0,9,0,1,1,1
444444365,9,0,9,0,1,1,1
2002788444,10,0,10,0,1,1,1
2005422379,10,0,10,0,1,1,1
2005362408,10,0,10,0,1,1,1
1528746025,10,0,10,0,1,1,1
44687806,8,0,8,0,1,1,1
1528746039,10,0,10,0,1,1,1
353129051,9,0,9,0,1,1,1
2012763194,10,0,10,0,1,1,1
2021480463,10,0,10,0,1,1,1
1938795986,10,0,10,0,1,1,1
351565217,9,0,9,0,1,1,1
1759660243,10,0,10,0,1,1,1
1484225514,10,0,10,0,1,1,1
653968381,9,0,9,0,1,1,1
1502521277,10,0,10,0,1,1,1
2016555971,10,0,10,0,1,1,1
1620229897,10,0,10,0,1,1,1
540476868,9,0,9,0,1,1,1
1522309425,10,0,10,0,1,1,1
1631419184,10,0,10,0,1,1,1
599101,6,0,6,0,1,1,1
595TLC5925IPWRG4,16,8,8,0,1,1,1
74ACT11245DWR,13,6,7,0,1,0,1
TSW10225GD,10,5,5,0,0,0,1
891844484,9,0,9,0,1,1,1
VND5T035AKTR,12,8,4,0,0,0,1
9300100397,11,0,11,0,1,1,1
MAASU31LSB7104MTNA01,20,12,8,0,0,1,1
1556743199,10,0,10,0,1,1,1
2175VLX30T1FFG665C,18,8,10,0,1,0,1
584LT3752HFE1WTRPBF,19,11,8,0,1,0,1
SR122A390,9,3,6,0,0,1,1
2005426814,10,0,10,0,1,1,1
12469344,8,0,8,0,1,1,1
1483831784,10,0,10,0,1,1,1
2312325,7,0,7,0,1,1,1
11392598,8,0,8,0,1,1,1
2020013967,10,0,10,0,1,1,1
2005502772,10,0,10,0,1,1,1
1704879732,10,0,10,0,1,1,1
1950682433,10,0,10,0,1,1,1
1402612646,10,0,10,0,1,1,1
2020684296,10,0,10,0,1,1,1
2016512529,10,0,10,0,1,1,1
1785245816,10,0,10,0,1,1,1
2005491901,10,0,10,0,1,1,1
1848881660,10,0,10,0,1,1,1
43286465,8,0,8,0,1,1,1
410172244,9,0,9,0,1,1,1
2019199599,10,0,10,0,1,1,1
2017591677,10,0,10,0,1,1,1
543759636,9,0,9,0,1,1,1
2023660323,10,0,10,0,1,1,1
2000441697,10,0,10,0,1,1,1
2016633187,10,0,10,0,1,1,1
2005767860,10,0,10,0,1,1,1
11276336,8,0,8,0,1,1,1
1822788168,10,0,10,0,1,1,1
11867585,8,0,8,0,1,1,1
1770666,7,0,7,0,1,1,1
1365465187,10,0,10,0,1,1,1
7477836,7,0,7,0,1,1,1
2018629233,10,0,10,0,1,1,1
310758539,9,0,9,0,1,1,1
105007664,9,0,9,0,1,1,1
842LC4512V75FTN256I,19,7,12,0,1,0,1
AC0603FR0712RL,14,6,8,0,0,0,1
2006943956,10,0,10,0,1,1,1
2788832,7,0,7,0,1,1,1
RK73H1JTTD24,12,7,5,0,0,1,1
2016116958,10,0,10,0,1,1,1
2005767861,10,0,10,0,1,1,1
1322534866,10,0,10,0,1,1,1
819885920,9,0,9,0,1,1,1
449614369,9,0,9,0,1,1,1
205073908,9,0,9,0,1,1,1
68506019,8,0,8,0,1,1,1
68313532,8,0,8,0,1,1,1
462444506,9,0,9,0,1,1,1
2023141378,10,0,10,0,1,1,1
46199294,8,0,8,0,1,1,1
2019065895,10,0,10,0,1,1,1
2010950136,10,0,10,0,1,1,1
2018629256,10,0,10,0,1,1,1
211874865,9,0,9,0,1,1,1
9889595,7,0,7,0,1,1,1
2018629215,10,0,10,0,1,1,1
2019199596,10,0,10,0,1,1,1
2019199761,10,0,10,0,1,1,1
2003910341,10,0,10,0,1,1,1
1314643957,10,0,10,0,1,1,1
2016625324,10,0,10,0,1,1,1
1770694,7,0,7,0,1,1,1
2004005716,10,0,10,0,1,1,1
IES0105S09,10,4,6,0,0,1,1
SS215LWHRVG,11,8,3,0,0,0,1
1679142885,10,0,10,0,1,1,1
74HC2G04GWQ100H,15,7,8,0,1,0,1
991414456,9,0,9,0,1,1,1
ADS6443IRGCT ACS722LLCTR10AUT AD7685CRMZRL7 AD8250ARMZ EP3C5E144I7N LM25066IPSQENOPB MK20DN512VLL10 MKL16Z64VFM4 TM4C1294NCPDTI3R VND7020AJTRE,142,82,51,9,0,0,1
DS89C387TMEA TPS23881RTQR XC6SLX252FTG256C TL7700CPWR BGM111A256V2 EPM7256SQC20810N OPA656N250 UPD78F1146AGBGAHAX,113,57,49,7,0,0,1
2142072,7,0,7,0,1,1,1
2020611193,10,0,10,0,1,1,1
2009855439,10,0,10,0,1,1,1
2000046384,10,0,10,0,1,1,1
2004280543,10,0,10,0,1,1,1
LFD,3,3,0,0,0,0,1
4322,4,0,4,0,1,1,1
2019992242,10,0,10,0,1,1,1
1838250000,10,0,10,0,1,1,1
REF2025AIDDCR REF2033AIDDCR REF3212AIDBV REF3318AIDCKT RF0315000,64,37,23,4,0,1,1
6251853,7,0,7,0,1,1,1
43289538,8,0,8,0,1,1,1
2016738184,10,0,10,0,1,1,1
BK1608HW121T,12,5,7,0,0,0,1
RN1106MFVL3F,12,7,5,0,0,0,1
BQ24172RGYR,11,6,5,0,0,0,1
RG1005P333BT5 RG1005P4991BT5 RG1005P622DT10 RG1005P8872BT5 RG1608N104WT1,72,25,43,4,0,1,1
ECA0JM153E,10,6,4,0,0,0,1
CMX90G301,9,4,5,0,0,1,1
71355699,8,0,8,0,1,1,1
481RBRBKB,9,6,3,0,1,0,1
8063165,7,0,7,0,1,1,1
23099621,8,0,8,0,1,1,1
TQP3M9008,9,4,5,0,0,1,1
DCP020515DU1K EP5382QI MKL02Z32VFK4 PTN04050AAH CY8C4247LQIBL483T EN2360QI EZ6301QI LMD18200TNOPB PIC32MZ0512EFE064TIPT XCKU5P1FFVB676I,135,70,56,9,0,0,1
ldo,3,3,0,0,0,0,0
TLV9104SIRTER,13,9,4,0,0,0,1
TE Connectivity,15,14,0,1,0,0,0
ADZ,3,3,0,0,0,0,1
rj45,4,2,2,0,0,1,1
MAX232ECN,9,6,3,0,0,0,1
704,3,0,3,0,1,1,1
2016102765,10,0,10,0,1,1,1
VBUS051CDHD1G08,15,9,6,0,0,1,1
a106012,7,1,6,0,0,1,1
CDCVF2509PWR,12,8,4,0,0,0,1
1885595314,10,0,10,0,1,1,1
68317595,8,0,8,0,1,1,1
VND7030AJTR,11,7,4,0,0,0,1
2005308422,10,0,10,0,1,1,1
2012819953,10,0,10,0,1,1,1
1010000605LS01,14,2,12,0,1,1,1
1PMT5938BTR7,12,6,6,0,1,1,1
PTVS3V3S1UR115,14,8,6,0,0,1,1
SR131C104,9,3,6,0,0,1,1
2018629248,10,0,10,0,1,1,1
531461580,9,0,9,0,1,1,1
RPEF51H47,9,5,4,0,0,1,1
2000415533,10,0,10,0,1,1,1
2000415533,10,0,10,0,1,1,1
IES0105S0,9,4,5,0,0,1,1
7436688,7,0,7,0,1,1,1
2011172127,10,0,10,0,1,1,1
1950682907,10,0,10,0,1,1,1
1916751852,10,0,10,0,1,1,1
2005362293,10,0,10,0,1,1,1
2002477847,10,0,10,0,1,1,1
1699417,7,0,7,0,1,1,1
1468121941,10,0,10,0,1,1,1
2020459364,10,0,10,0,1,1,1
PHT0805,7,3,4,0,0,1,1
TCAN1042HGVDQ1,14,9,5,0,0,1,1
MMBT5089LT1 MKL17Z64VFM4 UDN2987LWTR6T ATMEGA649PAUR S29GL256P11TFI020 RN4020VRM XCKU15P1FFVA1156E,98,53,39,6,0,0,1
RG1005P101BT5 RG1005P103DT10 RG1005P1781BT5 RG1005P2490BT5 RG1005P302BT5,72,25,43,4,0,1,1
1938795986,10,0,10,0,1,1,1
2005286711,10,0,10,0,1,1,1
1502521273,10,0,10,0,1,1,1
1885591787,10,0,10,0,1,1,1
2011551375,10,0,10,0,1,1,1
258758711,9,0,9,0,1,1,1
331315326,9,0,9,0,1,1,1
4322,4,0,4,0,1,1,1
746074,6,0,6,0,1,1,1
347014477,9,0,9,0,1,1,1
LFD,3,3,0,0,0,0,1
Eagle Plastic Devices,21,19,0,2,0,0,0
1438180390,10,0,10,0,1,1,1
AMS22B,6,4,2,0,0,0,1
584LTC3815EUFETRPBF,19,12,7,0,1,0,1
700DS1682STR,12,5,7,0,1,0,1
DRV5055A4QDBZR,14,9,5,0,0,0,1
OPA2363AIDGSR,13,9,4,0,0,0,1
269909746,9,0,9,0,1,1,1
2016493251,10,0,10,0,1,1,1
2081629,7,0,7,0,1,1,1
PC28F00AP33TFA,14,8,6,0,0,0,1
LTC2380IDE24,12,6,6,0,0,1,1
SR122A100,9,3,6,0,0,1,1
2005464611,10,0,10,0,1,1,1
4330,4,0,4,0,1,1,1
SR075C392,9,3,6,0,0,1,1
VND7004AYTR,11,7,4,0,0,0,1
286871727,9,0,9,0,1,1,1
2003285588,10,0,10,0,1,1,1
1522309425,10,0,10,0,1,1,1
2008356165,10,0,10,0,1,1,1
ABD110NUB,9,6,3,0,0,0,1
TLE4941CHAMA2,13,8,5,0,0,1,1
820449436,9,0,9,0,1,1,1
248086401,9,0,9,0,1,1,1
677160335,9,0,9,0,1,1,1
2005413890,10,0,10,0,1,1,1
1828214058,10,0,10,0,1,1,1
2002026621,10,0,10,0,1,1,1
2019185404,10,0,10,0,1,1,1
443306327,9,0,9,0,1,1,1
1763184718,10,0,10,0,1,1,1
787357,6,0,6,0,1,1,1
APSA,4,4,0,0,0,0,1
940114492,9,0,9,0,1,1,1
2003572846,10,0,10,0,1,1,1
6TPE330MA,9,5,4,0,1,0,1
2020024783,10,0,10,0,1,1,1
46202769,8,0,8,0,1,1,1
1919978656,10,0,10,0,1,1,1
2019202694,10,0,10,0,1,1,1
2020480169,10,0,10,0,1,1,1
2006700171,10,0,10,0,1,1,1
2002491570,10,0,10,0,1,1,1
2022695902,10,0,10,0,1,1,1
2020476940,10,0,10,0,1,1,1
SR122A221,9,3,6,0,0,1,1
1642162,7,0,7,0,1,1,1
RG0603P101DT10 RG1005P102DT10 RG1005P1372BT5 RG1005P202BT5 RG1005P2492DT10,74,25,45,4,0,1,1
46202590,8,0,8,0,1,1,1
LFD,3,3,0,0,0,0,1
763852962,9,0,9,0,1,1,1
571RE64700P,11,3,8,0,1,0,1
610CMSH2100MTR13,16,7,9,0,1,1,1
7.13E+11,12,0,12,0,1,1,1
21N50C3,7,2,5,0,1,1,1
SG3524N,7,3,4,0,0,0,1
AC0603FR071K8L,14,6,8,0,0,0,1
584LTM4624IYPBF,15,8,7,0,1,0,1
2SD2674TL,9,4,5,0,1,0,1
581802497,9,0,9,0,1,1,1
AC0603FR071K21L,15,6,9,0,0,0,1
2021730265,10,0,10,0,1,1,1
807714259,9,0,9,0,1,1,1
2014833722,10,0,10,0,1,1,1
742020,6,0,6,0,1,1,1
S57,3,1,2,0,0,1,1
4330,4,0,4,0,1,1,1
NVTFS5116PLTWG,14,10,4,0,0,0,1
BUK9K8R740EX,12,7,5,0,0,0,1
AC0603FR07180RL,15,6,9,0,0,0,1
571T4111001081000,17,1,16,0,1,1,1
19653273,8,0,8,0,1,1,1
CA3102E20A48PB05,16,6,10,0,0,1,1
444842141,9,0,9,0,1,1,1
1690049729,10,0,10,0,1,1,1
1511259878,10,0,10,0,1,1,1
1831553479,10,0,10,0,1,1,1
1009915115,10,0,10,0,1,1,1
2002734986,10,0,10,0,1,1,1
2014109442,10,0,10,0,1,1,1
1871907931,10,0,10,0,1,1,1
si7178,6,2,4,0,0,1,1
battery protection,18,17,0,1,0,0,0
584LTM4624EYPBF,15,8,7,0,1,0,1
STL76DN4LF7AG STM32F101RDT6 STM32F100C6T7B STM32F103RCT6TR STM32F103VET7 STM32F103ZET7 STM32F103ZEH6,100,53,41,6,0,1,1
68295605,8,0,8,0,1,1,1
249374497,9,0,9,0,1,1,1
LFD,3,3,0,0,0,0,0
SR122A390,9,3,6,0,0,1,1
SR151A3R9,9,4,5,0,0,1,1
RT0402DRD0716K,14,6,8,0,0,0,1
1463762147,10,0,10,0,1,1,1
653968381,9,0,9,0,1,1,1
1666417364,10,0,10,0,1,1,1
2014881709,10,0,10,0,1,1,1
9141680,7,0,7,0,1,1,1
1402612646,10,0,10,0,1,1,1
1302483321,10,0,10,0,1,1,1
2002802308,10,0,10,0,1,1,1
264770566,9,0,9,0,1,1,1
2005285937,10,0,10,0,1,1,1
51231500,8,0,8,0,1,1,1
2016200673,10,0,10,0,1,1,1
1512436270,10,0,10,0,1,1,1
2021767441,10,0,10,0,1,1,1
430266296,9,0,9,0,1,1,1
2003922227,10,0,10,0,1,1,1
6251131,7,0,7,0,1,1,1
803477762,9,0,9,0,1,1,1
51240928,8,0,8,0,1,1,1
2002814417,10,0,10,0,1,1,1
105802517,9,0,9,0,1,1,1
1590560,7,0,7,0,1,1,1
10675821,8,0,8,0,1,1,1
44700071,8,0,8,0,1,1,1
1502521277,10,0,10,0,1,1,1
5074168,7,0,7,0,1,1,1
2011576373,10,0,10,0,1,1,1
1438221896,10,0,10,0,1,1,1
904820969,9,0,9,0,1,1,1
991766320,9,0,9,0,1,1,1
2002437785,10,0,10,0,1,1,1
2020195387,10,0,10,0,1,1,1
1642162,7,0,7,0,1,1,1
SSL1306T102MS,13,6,7,0,0,0,1
953825876,9,0,9,0,1,1,1
254070339,9,0,9,0,1,1,1
NFM21CC223R1H3D,15,8,7,0,0,0,1
AC0603FR071K05L,15,6,9,0,0,0,1
C2012JB1V106K085AC,18,7,11,0,0,0,1
9975989,7,0,7,0,1,1,1
1402805543,10,0,10,0,1,1,1
2002490181,10,0,10,0,1,1,1
1483850463,10,0,10,0,1,1,1
2011656255,10,0,10,0,1,1,1
MBJCQ32NSB7223KTPA18,20,12,8,0,0,1,1
1436736386,10,0,10,0,1,1,1
4788736,7,0,7,0,1,1,1
857112065,9,0,9,0,1,1,1
LFD,3,3,0,0,0,0,0
2003284872,10,0,10,0,1,1,1
415422386,9,0,9,0,1,1,1
570853956,9,0,9,0,1,1,1
2020025009,10,0,10,0,1,1,1
466065970,9,0,9,0,1,1,1
1608351653,10,0,10,0,1,1,1
1432419110,10,0,10,0,1,1,1
9413796,7,0,7,0,1,1,1
68285599,8,0,8,0,1,1,1
1162341365,10,0,10,0,1,1,1
OPA4990IRTER,12,8,4,0,0,0,1
MBJCU168BB7223MTPA18,20,11,9,0,0,1,1
1473521845,10,0,10,0,1,1,1
1475451265,10,0,10,0,1,1,1
2012857795,10,0,10,0,1,1,1
14670263,8,0,8,0,1,1,1
2312549,7,0,7,0,1,1,1
battery protection,18,17,0,1,0,0,0
46202590,8,0,8,0,1,1,1
24LC512IP,9,4,5,0,1,0,1
PMEG3010EJ,10,6,4,0,0,0,1
CRCW04027K50FKED,16,9,7,0,0,0,1
202K1321000,11,1,10,0,1,1,1
AC0603FR071K37L,15,6,9,0,0,0,1
862PEX8717CA80BCG,17,8,9,0,1,0,1
TLS2505ECDCARG4,15,10,5,0,0,1,1
AC0603FR071K91L,15,6,9,0,0,0,1
MAX1247AEEE,11,7,4,0,0,0,1
AFE5805ZCF,10,6,4,0,0,0,1
2021730265,10,0,10,0,1,1,1
E39F3A5,7,3,4,0,0,1,1
451974170,9,0,9,0,1,1,1
AC0603FR0718K2L,15,6,9,0,0,0,1
MAX3222CPW,10,6,4,0,0,0,1
222K142250,10,1,9,0,1,1,1
5.87E+14,15,0,15,0,1,1,1
24C65P,6,2,4,0,1,0,1
93LC46CIP,9,5,4,0,1,0,1
2PD602ASLQR,11,7,4,0,1,0,1
652SMA6J13CA,12,6,6,0,1,0,1
2023261275,10,0,10,0,1,1,1
4330,4,0,4,0,1,1,1
SR125A681,9,3,6,0,0,1,1
742020,6,0,6,0,1,1,1
VND5T035AKTR,12,8,4,0,0,0,1
AC0603FR071K2L,14,6,8,0,0,0,1
AC0603FR071K87L,15,6,9,0,0,0,1
IPD024P03L3G,12,6,6,0,0,0,1
584LT3080ISTWTRPBF,18,11,7,0,1,0,1
C4532X7T2J224M200KE,19,7,12,0,0,0,1
C0805C475K8RACTU,16,8,8,0,0,0,1
SMCJ24A,7,5,2,0,0,0,1
52276731,8,0,8,0,1,1,1
727S70FS01GSDSMFI01,19,10,9,0,1,1,1
202K111250,10,1,9,0,1,1,1
2002460921,10,0,10,0,1,1,1
2023255167,10,0,10,0,1,1,1
CRCW12066K80JNEA,16,9,7,0,0,0,1
426DFR0667,10,3,7,0,1,1,1
500834228,9,0,9,0,1,1,1
474COM09998,11,3,8,0,1,1,1
79770FL01GSAGMFI011,19,9,10,0,1,1,1
5.88E+14,15,0,15,0,1,1,1
727S70FL01GSDPMFV00,19,10,9,0,1,1,1
2016116973,10,0,10,0,1,1,1
1375326305,10,0,10,0,1,1,1
2002397168,10,0,10,0,1,1,1
1831553481,10,0,10,0,1,1,1
2012834852,10,0,10,0,1,1,1
727S70FL01GSDSMFV00,19,10,9,0,1,1,1
243732512,9,0,9,0,1,1,1
24LC02BIP,9,5,4,0,1,0,1
RG1005P331BT5 RG1005P470BT5 RG1005P5902BT5 RG1005P8062BT5 RG1608N102WT1,71,25,42,4,0,1,1
dip switch,10,9,0,1,0,0,0
HDW21,5,3,2,0,0,1,1
2375707,7,0,7,0,1,1,1
AT93C46DPU,10,6,4,0,0,0,1
DR25180SP,9,4,5,0,0,0,1
1200464543,10,0,10,0,1,1,1
2002472752,10,0,10,0,1,1,1
2012749783,10,0,10,0,1,1,1
1553314135,10,0,10,0,1,1,1
1370694675,10,0,10,0,1,1,1
24LC01BIP,9,5,4,0,1,0,1
DLP48,5,3,2,0,0,1,1
937566902,9,0,9,0,1,1,1
2020175915,10,0,10,0,1,1,1
14670264,8,0,8,0,1,1,1
9250C,5,1,4,0,1,0,1
52830532,8,0,8,0,1,1,1
2003284872,10,0,10,0,1,1,1
SFH6916,7,3,4,0,0,1,1
max,3,3,0,0,0,0,0
24LC32AIP,9,5,4,0,1,0,1
9300240301,10,0,10,0,1,1,1
2316215,7,0,7,0,1,1,1
2004006585,10,0,10,0,1,1,1
2019185342,10,0,10,0,1,1,1
2002509081,10,0,10,0,1,1,1
2019201348,10,0,10,0,1,1,1
1210031152,10,0,10,0,1,1,1
2002435276,10,0,10,0,1,1,1
170549802,9,0,9,0,1,1,1
959837092,9,0,9,0,1,1,1
S57,3,1,2,0,0,1,1
68487614,8,0,8,0,1,1,1
532333095,9,0,9,0,1,1,1
2005428961,10,0,10,0,1,1,1
SR122A101,9,3,6,0,0,1,1
32484283,8,0,8,0,1,1,1
10414055,8,0,8,0,1,1,1
632950095,9,0,9,0,1,1,1
727S70FL01GSDPMFI01,19,10,9,0,1,1,1
382A023250,10,1,9,0,1,1,1
2081629,7,0,7,0,1,1,1
BNCB003C61,10,5,5,0,0,1,1
433099310,9,0,9,0,1,1,1
1231458818,10,0,10,0,1,1,1
2019186180,10,0,10,0,1,1,1
124635888,9,0,9,0,1,1,1
46190345,8,0,8,0,1,1,1
2022512060,10,0,10,0,1,1,1
1293178941,10,0,10,0,1,1,1
2002455670,10,0,10,0,1,1,1
1438221894,10,0,10,0,1,1,1
991863216,9,0,9,0,1,1,1
33206201,8,0,8,0,1,1,1
33203625,8,0,8,0,1,1,1
2007954811,10,0,10,0,1,1,1
68492739,8,0,8,0,1,1,1
2005121439,10,0,10,0,1,1,1
2002803292,10,0,10,0,1,1,1
2005776811,10,0,10,0,1,1,1
991800270,9,0,9,0,1,1,1
2002476479,10,0,10,0,1,1,1
584606321,9,0,9,0,1,1,1
2021761910,10,0,10,0,1,1,1
2033641,7,0,7,0,1,1,1
2002462459,10,0,10,0,1,1,1
698325404,9,0,9,0,1,1,1
1302483333,10,0,10,0,1,1,1
1838749706,10,0,10,0,1,1,1
2002397813,10,0,10,0,1,1,1
1293177163,10,0,10,0,1,1,1
2003922748,10,0,10,0,1,1,1
2000415479,10,0,10,0,1,1,1
2003629238,10,0,10,0,1,1,1
2002397892,10,0,10,0,1,1,1
991752359,9,0,9,0,1,1,1
1370694607,10,0,10,0,1,1,1
2020014200,10,0,10,0,1,1,1
2002838917,10,0,10,0,1,1,1
1156576319,10,0,10,0,1,1,1
2011622024,10,0,10,0,1,1,1
X26,3,1,2,0,0,1,1
342394183,9,0,9,0,1,1,1
R6011KNJTL,10,6,4,0,0,0,1
236882448,9,0,9,0,1,1,1
1601445,7,0,7,0,1,1,1
960052179,9,0,9,0,1,1,1
MIE0348S15HI,12,6,6,0,0,0,1
ECA0JM221B,10,6,4,0,0,0,1
RG1005P4022BT5 RG1005P562BT5 RG1005P8060BT5 RG1005P9762BT5 RG1608N201WT1,72,25,43,4,0,1,1
R6011KNJTL,10,6,4,0,0,0,1
LMF10,5,3,2,0,0,1,1
51267525,8,0,8,0,1,1,1
9976101,7,0,7,0,1,1,1
950021156,9,0,9,0,1,1,1
1673632549,10,0,10,0,1,1,1
820483684,9,0,9,0,1,1,1
2005289064,10,0,10,0,1,1,1
25710940,8,0,8,0,1,1,1
210796016,9,0,9,0,1,1,1
1666042250,10,0,10,0,1,1,1
2002496050,10,0,10,0,1,1,1
2008229275,10,0,10,0,1,1,1
2023660359,10,0,10,0,1,1,1
2005716455,10,0,10,0,1,1,1
1650850,7,0,7,0,1,1,1
654131663,9,0,9,0,1,1,1
2005587116,10,0,10,0,1,1,1
2002396232,10,0,10,0,1,1,1
1222075320,10,0,10,0,1,1,1
202K132252250,13,1,12,0,1,1,1
2007397058,10,0,10,0,1,1,1
SNMPU036807H2C,14,7,7,0,0,0,1
819943386,9,0,9,0,1,1,1
1247325624,10,0,10,0,1,1,1
1728218,7,0,7,0,1,1,1
1205061805,10,0,10,0,1,1,1
2002786918,10,0,10,0,1,1,1
68285541,8,0,8,0,1,1,1
1846604506,10,0,10,0,1,1,1
14693198,8,0,8,0,1,1,1
101464976,9,0,9,0,1,1,1
738311,6,0,6,0,1,1,1
1AB07930ABAA,12,6,6,0,1,0,1
41034610,8,0,8,0,1,1,1
2424811,7,0,7,0,1,1,1
SMESLMPYTHON808DIE01,20,15,5,0,0,1,1
max10,5,3,2,0,0,1,1
5461598TH1,10,2,8,0,1,1,1
CQB150W110S24CMFC,17,9,8,0,0,0,1
TPS71730DCKR,12,7,5,0,0,0,1
522ZVN3320FTA,13,6,7,0,1,0,1
968ISL3172EIBZT,15,8,7,0,1,0,1
G30N60HS,8,4,4,0,0,0,1
ECA0JM221B,10,6,4,0,0,0,1
433638032,9,0,9,0,1,1,1
1015942198,10,0,10,0,1,1,1
2019187468,10,0,10,0,1,1,1
68487134,8,0,8,0,1,1,1
2019187800,10,0,10,0,1,1,1
849276986,9,0,9,0,1,1,1
IPD50P04P4L,11,6,5,0,0,0,1
2019201538,10,0,10,0,1,1,1
2022311819,10,0,10,0,1,1,1
42351413,8,0,8,0,1,1,1
2007342515,10,0,10,0,1,1,1
251966708,9,0,9,0,1,1,1
2002476363,10,0,10,0,1,1,1
1503771806,10,0,10,0,1,1,1
AD2420,6,2,4,0,0,1,1
FSA221,6,3,3,0,0,1,1
584606405,9,0,9,0,1,1,1
EKXJ351ELL221MM45S,18,10,8,0,0,0,1
UCY2D221MHD,11,7,4,0,0,0,1
439519774,9,0,9,0,1,1,1
2002796967,10,0,10,0,1,1,1
2005121436,10,0,10,0,1,1,1
1885591529,10,0,10,0,1,1,1
2019996959,10,0,10,0,1,1,1
4330,4,0,4,0,1,1,1
13928755,8,0,8,0,1,1,1
820591502,9,0,9,0,1,1,1
1445660080,10,0,10,0,1,1,1
1520051162,10,0,10,0,1,1,1
2000439883,10,0,10,0,1,1,1
2018629306,10,0,10,0,1,1,1
LTC340,6,3,3,0,0,1,1
RG1005P332BT5 RG1005P4990BT5 RG1005P6041BT5 RG1005P823BT5 RG1608N103WT1,71,25,42,4,0,1,1
1590BB2F,8,3,5,0,1,0,1
CY8C4145AXIS423,15,7,8,0,0,1,1
T491A105K016AT,14,5,9,0,0,0,1
29171008,8,0,8,0,1,1,1
1010019921,10,0,10,0,1,1,1
2003607649,10,0,10,0,1,1,1
42510392,8,0,8,0,1,1,1
2021185633,10,0,10,0,1,1,1
1502615850,10,0,10,0,1,1,1
2002476442,10,0,10,0,1,1,1
1553314073,10,0,10,0,1,1,1
1370694611,10,0,10,0,1,1,1
2001687395,10,0,10,0,1,1,1
1223741065,10,0,10,0,1,1,1
9413788,7,0,7,0,1,1,1
1402645280,10,0,10,0,1,1,1
1935567108,10,0,10,0,1,1,1
1640057,7,0,7,0,1,1,1
323446436,9,0,9,0,1,1,1
1713878219,10,0,10,0,1,1,1
SN6501DBV,9,5,4,0,0,0,1
440839514,9,0,9,0,1,1,1
GXF15BR,7,5,2,0,0,0,1
Amphenol,8,8,0,0,0,0,0
FS75R07W2E3B11A,15,7,8,0,0,0,1
2011289411,10,0,10,0,1,1,1
K4B2G1646FBYMA,14,8,6,0,0,0,1
FFPF10F150STU,13,8,5,0,0,0,1
735302,6,0,6,0,1,1,1
595TPS54360BQDDARQ1,19,10,9,0,1,1,1
TRI62412,8,3,5,0,0,1,1
AC0603FR072R2L,14,6,8,0,0,0,1
3.31E+13,14,0,14,0,1,1,1
1182824434,10,0,10,0,1,1,1
2018183005,10,0,10,0,1,1,1
2009855534,10,0,10,0,1,1,1
474KIT15367,11,3,8,0,1,1,1
6220374,7,0,7,0,1,1,1
857150050,9,0,9,0,1,1,1
ISL99227FRZT,12,7,5,0,0,0,1
35RAPC3BHN3,11,7,4,0,1,1,1
400BXW220MEFR18X50,18,8,10,0,1,1,1
74HC1G00GWQ100H,15,7,8,0,1,0,1
2820881,7,0,7,0,1,1,1
MAX232EIDR,10,7,3,0,0,0,1
IPD50P04P4L,11,6,5,0,0,0,1
TE Connectivity,15,14,0,1,0,0,0
2PD1820AR115,12,4,8,0,1,1,1
2002483354,10,0,10,0,1,1,1
2004316355,10,0,10,0,1,1,1
30650826,8,0,8,0,1,1,1
612505626,9,0,9,0,1,1,1
68526740,8,0,8,0,1,1,1
2016099161,10,0,10,0,1,1,1
200A511M,8,2,6,0,1,0,1
2002452928,10,0,10,0,1,1,1
2002913008,10,0,10,0,1,1,1
2005413690,10,0,10,0,1,1,1
46202769,8,0,8,0,1,1,1
2019201359,10,0,10,0,1,1,1
68504308,8,0,8,0,1,1,1
2006353831,10,0,10,0,1,1,1
68525735,8,0,8,0,1,1,1
1512436272,10,0,10,0,1,1,1
544559535,9,0,9,0,1,1,1
2002782084,10,0,10,0,1,1,1
2019186501,10,0,10,0,1,1,1
360351999,9,0,9,0,1,1,1
2012819954,10,0,10,0,1,1,1
1512436272,10,0,10,0,1,1,1
2004283555,10,0,10,0,1,1,1
2011557539,10,0,10,0,1,1,1
1302531916,10,0,10,0,1,1,1
33039597,8,0,8,0,1,1,1
1556733961,10,0,10,0,1,1,1
749361997,9,0,9,0,1,1,1
Eagle Plastic Devices,21,19,0,2,0,0,0
1223742820,10,0,10,0,1,1,1
2003910328,10,0,10,0,1,1,1
